id;code;descr;category;stock;price
1499;SKU-11492;Item 11492 Áudio - Modelo 93;Áudio;4;1727.14
1500;SKU-11493;Item 11493 Vídeo - Modelo 94;Vídeo;11;1730.61
1501;SKU-11494;Item 11494 Computadores - Modelo 95;Computadores;18;1734.08
1502;SKU-11495;Item 11495 Redes - Modelo 96;Redes;25;1737.55
1503;SKU-11496;Item 11496 Impressão - Modelo 97;Impressão;32;1741.02
1504;SKU-11497;Item 11497 Acessórios - Modelo 98;Acessórios;39;1744.49
1505;SKU-11498;Item 11498 Armazenamento - Modelo 99;Armazenamento;46;1747.96
1506;SKU-11499;Item 11499 Energia - Modelo 100;Energia;53;1751.43
1507;SKU-11500;Item 11500 Periféricos - Modelo 1;Periféricos;60;19.90
1508;SKU-11501;Item 11501 Monitores - Modelo 2;Monitores;67;23.37
1509;SKU-11502;Item 11502 Áudio - Modelo 3;Áudio;74;26.84
1510;SKU-11503;Item 11503 Vídeo - Modelo 4;Vídeo;81;30.31
1511;SKU-11504;Item 11504 Computadores - Modelo 5;Computadores;88;33.78
1512;SKU-11505;Item 11505 Redes - Modelo 6;Redes;95;37.25
1513;SKU-11506;Item 11506 Impressão - Modelo 7;Impressão;102;40.72
1514;SKU-11507;Item 11507 Acessórios - Modelo 8;Acessórios;109;44.19
1515;SKU-11508;Item 11508 Armazenamento - Modelo 9;Armazenamento;116;47.66
1516;SKU-11509;Item 11509 Energia - Modelo 10;Energia;3;51.13
1517;SKU-11510;Item 11510 Periféricos - Modelo 11;Periféricos;10;54.60
1518;SKU-11511;Item 11511 Monitores - Modelo 12;Monitores;17;58.07
1519;SKU-11512;Item 11512 Áudio - Modelo 13;Áudio;24;61.54
1520;SKU-11513;Item 11513 Vídeo - Modelo 14;Vídeo;31;65.01
1521;SKU-11514;Item 11514 Computadores - Modelo 15;Computadores;38;68.48
1522;SKU-11515;Item 11515 Redes - Modelo 16;Redes;45;71.95
1523;SKU-11516;Item 11516 Impressão - Modelo 17;Impressão;52;75.42
1524;SKU-11517;Item 11517 Acessórios - Modelo 18;Acessórios;59;78.89
1525;SKU-11518;Item 11518 Armazenamento - Modelo 19;Armazenamento;66;82.36
1526;SKU-11519;Item 11519 Energia - Modelo 20;Energia;73;85.83
1527;SKU-11520;Item 11520 Periféricos - Modelo 21;Periféricos;80;89.30
1528;SKU-11521;Item 11521 Monitores - Modelo 22;Monitores;87;92.77
1529;SKU-11522;Item 11522 Áudio - Modelo 23;Áudio;94;96.24
1530;SKU-11523;Item 11523 Vídeo - Modelo 24;Vídeo;101;99.71
1531;SKU-11524;Item 11524 Computadores - Modelo 25;Computadores;108;103.18
1532;SKU-11525;Item 11525 Redes - Modelo 26;Redes;115;106.65
1533;SKU-11526;Item 11526 Impressão - Modelo 27;Impressão;2;110.12
1534;SKU-11527;Item 11527 Acessórios - Modelo 28;Acessórios;9;113.59
1535;SKU-11528;Item 11528 Armazenamento - Modelo 29;Armazenamento;16;117.06
1536;SKU-11529;Item 11529 Energia - Modelo 30;Energia;23;120.53
1537;SKU-11530;Item 11530 Periféricos - Modelo 31;Periféricos;30;124.00
1538;SKU-11531;Item 11531 Monitores - Modelo 32;Monitores;37;127.47
1539;SKU-11532;Item 11532 Áudio - Modelo 33;Áudio;44;130.94
1540;SKU-11533;Item 11533 Vídeo - Modelo 34;Vídeo;51;134.41
1541;SKU-11534;Item 11534 Computadores - Modelo 35;Computadores;58;137.88
1542;SKU-11535;Item 11535 Redes - Modelo 36;Redes;65;141.35
1543;SKU-11536;Item 11536 Impressão - Modelo 37;Impressão;72;144.82
1544;SKU-11537;Item 11537 Acessórios - Modelo 38;Acessórios;79;148.29
1545;SKU-11538;Item 11538 Armazenamento - Modelo 39;Armazenamento;86;151.76
1546;SKU-11539;Item 11539 Energia - Modelo 40;Energia;93;155.23
1547;SKU-11540;Item 11540 Periféricos - Modelo 41;Periféricos;100;158.70
1548;SKU-11541;Item 11541 Monitores - Modelo 42;Monitores;107;162.17
1549;SKU-11542;Item 11542 Áudio - Modelo 43;Áudio;114;165.64
1550;SKU-11543;Item 11543 Vídeo - Modelo 44;Vídeo;1;169.11
1551;SKU-11544;Item 11544 Computadores - Modelo 45;Computadores;8;172.58
1552;SKU-11545;Item 11545 Redes - Modelo 46;Redes;15;176.05
1553;SKU-11546;Item 11546 Impressão - Modelo 47;Impressão;22;179.52
1554;SKU-11547;Item 11547 Acessórios - Modelo 48;Acessórios;29;182.99
1555;SKU-11548;Item 11548 Armazenamento - Modelo 49;Armazenamento;36;186.46
1556;SKU-11549;Item 11549 Energia - Modelo 50;Energia;43;189.93
1557;SKU-11550;Item 11550 Periféricos - Modelo 51;Periféricos;50;193.40
1558;SKU-11551;Item 11551 Monitores - Modelo 52;Monitores;57;196.87
1559;SKU-11552;Item 11552 Áudio - Modelo 53;Áudio;64;200.34
1560;SKU-11553;Item 11553 Vídeo - Modelo 54;Vídeo;71;203.81
1561;SKU-11554;Item 11554 Computadores - Modelo 55;Computadores;78;207.28
1562;SKU-11555;Item 11555 Redes - Modelo 56;Redes;85;210.75
1563;SKU-11556;Item 11556 Impressão - Modelo 57;Impressão;92;214.22
1564;SKU-11557;Item 11557 Acessórios - Modelo 58;Acessórios;99;217.69
1565;SKU-11558;Item 11558 Armazenamento - Modelo 59;Armazenamento;106;221.16
1566;SKU-11559;Item 11559 Energia - Modelo 60;Energia;113;224.63
1567;SKU-11560;Item 11560 Periféricos - Modelo 61;Periféricos;0;228.10
1568;SKU-11561;Item 11561 Monitores - Modelo 62;Monitores;7;231.57
1569;SKU-11562;Item 11562 Áudio - Modelo 63;Áudio;14;235.04
1570;SKU-11563;Item 11563 Vídeo - Modelo 64;Vídeo;21;238.51
1571;SKU-11564;Item 11564 Computadores - Modelo 65;Computadores;28;241.98
1572;SKU-11565;Item 11565 Redes - Modelo 66;Redes;35;245.45
1573;SKU-11566;Item 11566 Impressão - Modelo 67;Impressão;42;248.92
1574;SKU-11567;Item 11567 Acessórios - Modelo 68;Acessórios;49;252.39
1575;SKU-11568;Item 11568 Armazenamento - Modelo 69;Armazenamento;56;255.86
1576;SKU-11569;Item 11569 Energia - Modelo 70;Energia;63;259.33
1577;SKU-11570;Item 11570 Periféricos - Modelo 71;Periféricos;70;262.80
1578;SKU-11571;Item 11571 Monitores - Modelo 72;Monitores;77;266.27
1579;SKU-11572;Item 11572 Áudio - Modelo 73;Áudio;84;269.74
1580;SKU-11573;Item 11573 Vídeo - Modelo 74;Vídeo;91;273.21
1581;SKU-11574;Item 11574 Computadores - Modelo 75;Computadores;98;276.68
1582;SKU-11575;Item 11575 Redes - Modelo 76;Redes;105;280.15
1583;SKU-11576;Item 11576 Impressão - Modelo 77;Impressão;112;283.62
1584;SKU-11577;Item 11577 Acessórios - Modelo 78;Acessórios;119;287.09
1585;SKU-11578;Item 11578 Armazenamento - Modelo 79;Armazenamento;6;290.56
1586;SKU-11579;Item 11579 Energia - Modelo 80;Energia;13;294.03
1587;SKU-11580;Item 11580 Periféricos - Modelo 81;Periféricos;20;297.50
1588;SKU-11581;Item 11581 Monitores - Modelo 82;Monitores;27;300.97
1589;SKU-11582;Item 11582 Áudio - Modelo 83;Áudio;34;304.44
1590;SKU-11583;Item 11583 Vídeo - Modelo 84;Vídeo;41;307.91
1591;SKU-11584;Item 11584 Computadores - Modelo 85;Computadores;48;311.38
1592;SKU-11585;Item 11585 Redes - Modelo 86;Redes;55;314.85
1593;SKU-11586;Item 11586 Impressão - Modelo 87;Impressão;62;318.32
1594;SKU-11587;Item 11587 Acessórios - Modelo 88;Acessórios;69;321.79
1595;SKU-11588;Item 11588 Armazenamento - Modelo 89;Armazenamento;76;325.26
1596;SKU-11589;Item 11589 Energia - Modelo 90;Energia;83;328.73
1597;SKU-11590;Item 11590 Periféricos - Modelo 91;Periféricos;90;332.20
1598;SKU-11591;Item 11591 Monitores - Modelo 92;Monitores;97;335.67
1599;SKU-11592;Item 11592 Áudio - Modelo 93;Áudio;104;339.14
1600;SKU-11593;Item 11593 Vídeo - Modelo 94;Vídeo;111;342.61
1601;SKU-11594;Item 11594 Computadores - Modelo 95;Computadores;118;346.08
1602;SKU-11595;Item 11595 Redes - Modelo 96;Redes;5;349.55
1603;SKU-11596;Item 11596 Impressão - Modelo 97;Impressão;12;353.02
1604;SKU-11597;Item 11597 Acessórios - Modelo 98;Acessórios;19;356.49
1605;SKU-11598;Item 11598 Armazenamento - Modelo 99;Armazenamento;26;359.96
1606;SKU-11599;Item 11599 Energia - Modelo 100;Energia;33;363.43
1607;SKU-11600;Item 11600 Periféricos - Modelo 1;Periféricos;40;366.90
1608;SKU-11601;Item 11601 Monitores - Modelo 2;Monitores;47;370.37
1609;SKU-11602;Item 11602 Áudio - Modelo 3;Áudio;54;373.84
1610;SKU-11603;Item 11603 Vídeo - Modelo 4;Vídeo;61;377.31
1611;SKU-11604;Item 11604 Computadores - Modelo 5;Computadores;68;380.78
1612;SKU-11605;Item 11605 Redes - Modelo 6;Redes;75;384.25
1613;SKU-11606;Item 11606 Impressão - Modelo 7;Impressão;82;387.72
1614;SKU-11607;Item 11607 Acessórios - Modelo 8;Acessórios;89;391.19
1615;SKU-11608;Item 11608 Armazenamento - Modelo 9;Armazenamento;96;394.66
1616;SKU-11609;Item 11609 Energia - Modelo 10;Energia;103;398.13
1617;SKU-11610;Item 11610 Periféricos - Modelo 11;Periféricos;110;401.60
1618;SKU-11611;Item 11611 Monitores - Modelo 12;Monitores;117;405.07
1619;SKU-11612;Item 11612 Áudio - Modelo 13;Áudio;4;408.54
1620;SKU-11613;Item 11613 Vídeo - Modelo 14;Vídeo;11;412.01
1621;SKU-11614;Item 11614 Computadores - Modelo 15;Computadores;18;415.48
1622;SKU-11615;Item 11615 Redes - Modelo 16;Redes;25;418.95
1623;SKU-11616;Item 11616 Impressão - Modelo 17;Impressão;32;422.42
1624;SKU-11617;Item 11617 Acessórios - Modelo 18;Acessórios;39;425.89
1625;SKU-11618;Item 11618 Armazenamento - Modelo 19;Armazenamento;46;429.36
1626;SKU-11619;Item 11619 Energia - Modelo 20;Energia;53;432.83
1627;SKU-11620;Item 11620 Periféricos - Modelo 21;Periféricos;60;436.30
1628;SKU-11621;Item 11621 Monitores - Modelo 22;Monitores;67;439.77
1629;SKU-11622;Item 11622 Áudio - Modelo 23;Áudio;74;443.24
1630;SKU-11623;Item 11623 Vídeo - Modelo 24;Vídeo;81;446.71
1631;SKU-11624;Item 11624 Computadores - Modelo 25;Computadores;88;450.18
1632;SKU-11625;Item 11625 Redes - Modelo 26;Redes;95;453.65
1633;SKU-11626;Item 11626 Impressão - Modelo 27;Impressão;102;457.12
1634;SKU-11627;Item 11627 Acessórios - Modelo 28;Acessórios;109;460.59
1635;SKU-11628;Item 11628 Armazenamento - Modelo 29;Armazenamento;116;464.06
1636;SKU-11629;Item 11629 Energia - Modelo 30;Energia;3;467.53
1637;SKU-11630;Item 11630 Periféricos - Modelo 31;Periféricos;10;471.00
1638;SKU-11631;Item 11631 Monitores - Modelo 32;Monitores;17;474.47
1639;SKU-11632;Item 11632 Áudio - Modelo 33;Áudio;24;477.94
1640;SKU-11633;Item 11633 Vídeo - Modelo 34;Vídeo;31;481.41
1641;SKU-11634;Item 11634 Computadores - Modelo 35;Computadores;38;484.88
1642;SKU-11635;Item 11635 Redes - Modelo 36;Redes;45;488.35
1643;SKU-11636;Item 11636 Impressão - Modelo 37;Impressão;52;491.82
1644;SKU-11637;Item 11637 Acessórios - Modelo 38;Acessórios;59;495.29
1645;SKU-11638;Item 11638 Armazenamento - Modelo 39;Armazenamento;66;498.76
1646;SKU-11639;Item 11639 Energia - Modelo 40;Energia;73;502.23
1647;SKU-11640;Item 11640 Periféricos - Modelo 41;Periféricos;80;505.70
1648;SKU-11641;Item 11641 Monitores - Modelo 42;Monitores;87;509.17
1649;SKU-11642;Item 11642 Áudio - Modelo 43;Áudio;94;512.64
1650;SKU-11643;Item 11643 Vídeo - Modelo 44;Vídeo;101;516.11
1651;SKU-11644;Item 11644 Computadores - Modelo 45;Computadores;108;519.58
1652;SKU-11645;Item 11645 Redes - Modelo 46;Redes;115;523.05
1653;SKU-11646;Item 11646 Impressão - Modelo 47;Impressão;2;526.52
1654;SKU-11647;Item 11647 Acessórios - Modelo 48;Acessórios;9;529.99
1655;SKU-11648;Item 11648 Armazenamento - Modelo 49;Armazenamento;16;533.46
1656;SKU-11649;Item 11649 Energia - Modelo 50;Energia;23;536.93
1657;SKU-11650;Item 11650 Periféricos - Modelo 51;Periféricos;30;540.40
1658;SKU-11651;Item 11651 Monitores - Modelo 52;Monitores;37;543.87
1659;SKU-11652;Item 11652 Áudio - Modelo 53;Áudio;44;547.34
1660;SKU-11653;Item 11653 Vídeo - Modelo 54;Vídeo;51;550.81
1661;SKU-11654;Item 11654 Computadores - Modelo 55;Computadores;58;554.28
1662;SKU-11655;Item 11655 Redes - Modelo 56;Redes;65;557.75
1663;SKU-11656;Item 11656 Impressão - Modelo 57;Impressão;72;561.22
1664;SKU-11657;Item 11657 Acessórios - Modelo 58;Acessórios;79;564.69
1665;SKU-11658;Item 11658 Armazenamento - Modelo 59;Armazenamento;86;568.16
1666;SKU-11659;Item 11659 Energia - Modelo 60;Energia;93;571.63
1667;SKU-11660;Item 11660 Periféricos - Modelo 61;Periféricos;100;575.10
1668;SKU-11661;Item 11661 Monitores - Modelo 62;Monitores;107;578.57
1669;SKU-11662;Item 11662 Áudio - Modelo 63;Áudio;114;582.04
1670;SKU-11663;Item 11663 Vídeo - Modelo 64;Vídeo;1;585.51
1671;SKU-11664;Item 11664 Computadores - Modelo 65;Computadores;8;588.98
1672;SKU-11665;Item 11665 Redes - Modelo 66;Redes;15;592.45
1673;SKU-11666;Item 11666 Impressão - Modelo 67;Impressão;22;595.92
1674;SKU-11667;Item 11667 Acessórios - Modelo 68;Acessórios;29;599.39
1675;SKU-11668;Item 11668 Armazenamento - Modelo 69;Armazenamento;36;602.86
1676;SKU-11669;Item 11669 Energia - Modelo 70;Energia;43;606.33
1677;SKU-11670;Item 11670 Periféricos - Modelo 71;Periféricos;50;609.80
1678;SKU-11671;Item 11671 Monitores - Modelo 72;Monitores;57;613.27
1679;SKU-11672;Item 11672 Áudio - Modelo 73;Áudio;64;616.74
1680;SKU-11673;Item 11673 Vídeo - Modelo 74;Vídeo;71;620.21
1681;SKU-11674;Item 11674 Computadores - Modelo 75;Computadores;78;623.68
1682;SKU-11675;Item 11675 Redes - Modelo 76;Redes;85;627.15
1683;SKU-11676;Item 11676 Impressão - Modelo 77;Impressão;92;630.62
1684;SKU-11677;Item 11677 Acessórios - Modelo 78;Acessórios;99;634.09
1685;SKU-11678;Item 11678 Armazenamento - Modelo 79;Armazenamento;106;637.56
1686;SKU-11679;Item 11679 Energia - Modelo 80;Energia;113;641.03
1687;SKU-11680;Item 11680 Periféricos - Modelo 81;Periféricos;0;644.50
1688;SKU-11681;Item 11681 Monitores - Modelo 82;Monitores;7;647.97
1689;SKU-11682;Item 11682 Áudio - Modelo 83;Áudio;14;651.44
1690;SKU-11683;Item 11683 Vídeo - Modelo 84;Vídeo;21;654.91
1691;SKU-11684;Item 11684 Computadores - Modelo 85;Computadores;28;658.38
1692;SKU-11685;Item 11685 Redes - Modelo 86;Redes;35;661.85
1693;SKU-11686;Item 11686 Impressão - Modelo 87;Impressão;42;665.32
1694;SKU-11687;Item 11687 Acessórios - Modelo 88;Acessórios;49;668.79
1695;SKU-11688;Item 11688 Armazenamento - Modelo 89;Armazenamento;56;672.26
1696;SKU-11689;Item 11689 Energia - Modelo 90;Energia;63;675.73
1697;SKU-11690;Item 11690 Periféricos - Modelo 91;Periféricos;70;679.20
1698;SKU-11691;Item 11691 Monitores - Modelo 92;Monitores;77;682.67
1699;SKU-11692;Item 11692 Áudio - Modelo 93;Áudio;84;686.14
1700;SKU-11693;Item 11693 Vídeo - Modelo 94;Vídeo;91;689.61
1701;SKU-11694;Item 11694 Computadores - Modelo 95;Computadores;98;693.08
1702;SKU-11695;Item 11695 Redes - Modelo 96;Redes;105;696.55
1703;SKU-11696;Item 11696 Impressão - Modelo 97;Impressão;112;700.02
1704;SKU-11697;Item 11697 Acessórios - Modelo 98;Acessórios;119;703.49
1705;SKU-11698;Item 11698 Armazenamento - Modelo 99;Armazenamento;6;706.96
1706;SKU-11699;Item 11699 Energia - Modelo 100;Energia;13;710.43
1707;SKU-11700;Item 11700 Periféricos - Modelo 1;Periféricos;20;713.90
1708;SKU-11701;Item 11701 Monitores - Modelo 2;Monitores;27;717.37
1709;SKU-11702;Item 11702 Áudio - Modelo 3;Áudio;34;720.84
1710;SKU-11703;Item 11703 Vídeo - Modelo 4;Vídeo;41;724.31
1711;SKU-11704;Item 11704 Computadores - Modelo 5;Computadores;48;727.78
1712;SKU-11705;Item 11705 Redes - Modelo 6;Redes;55;731.25
1713;SKU-11706;Item 11706 Impressão - Modelo 7;Impressão;62;734.72
1714;SKU-11707;Item 11707 Acessórios - Modelo 8;Acessórios;69;738.19
1715;SKU-11708;Item 11708 Armazenamento - Modelo 9;Armazenamento;76;741.66
1716;SKU-11709;Item 11709 Energia - Modelo 10;Energia;83;745.13
1717;SKU-11710;Item 11710 Periféricos - Modelo 11;Periféricos;90;748.60
1718;SKU-11711;Item 11711 Monitores - Modelo 12;Monitores;97;752.07
1719;SKU-11712;Item 11712 Áudio - Modelo 13;Áudio;104;755.54
1720;SKU-11713;Item 11713 Vídeo - Modelo 14;Vídeo;111;759.01
1721;SKU-11714;Item 11714 Computadores - Modelo 15;Computadores;118;762.48
1722;SKU-11715;Item 11715 Redes - Modelo 16;Redes;5;765.95
1723;SKU-11716;Item 11716 Impressão - Modelo 17;Impressão;12;769.42
1724;SKU-11717;Item 11717 Acessórios - Modelo 18;Acessórios;19;772.89
1725;SKU-11718;Item 11718 Armazenamento - Modelo 19;Armazenamento;26;776.36
1726;SKU-11719;Item 11719 Energia - Modelo 20;Energia;33;779.83
1727;SKU-11720;Item 11720 Periféricos - Modelo 21;Periféricos;40;783.30
1728;SKU-11721;Item 11721 Monitores - Modelo 22;Monitores;47;786.77
1729;SKU-11722;Item 11722 Áudio - Modelo 23;Áudio;54;790.24
1730;SKU-11723;Item 11723 Vídeo - Modelo 24;Vídeo;61;793.71
1731;SKU-11724;Item 11724 Computadores - Modelo 25;Computadores;68;797.18
1732;SKU-11725;Item 11725 Redes - Modelo 26;Redes;75;800.65
1733;SKU-11726;Item 11726 Impressão - Modelo 27;Impressão;82;804.12
1734;SKU-11727;Item 11727 Acessórios - Modelo 28;Acessórios;89;807.59
1735;SKU-11728;Item 11728 Armazenamento - Modelo 29;Armazenamento;96;811.06
1736;SKU-11729;Item 11729 Energia - Modelo 30;Energia;103;814.53
1737;SKU-11730;Item 11730 Periféricos - Modelo 31;Periféricos;110;818.00
1738;SKU-11731;Item 11731 Monitores - Modelo 32;Monitores;117;821.47
1739;SKU-11732;Item 11732 Áudio - Modelo 33;Áudio;4;824.94
1740;SKU-11733;Item 11733 Vídeo - Modelo 34;Vídeo;11;828.41
1741;SKU-11734;Item 11734 Computadores - Modelo 35;Computadores;18;831.88
1742;SKU-11735;Item 11735 Redes - Modelo 36;Redes;25;835.35
1743;SKU-11736;Item 11736 Impressão - Modelo 37;Impressão;32;838.82
1744;SKU-11737;Item 11737 Acessórios - Modelo 38;Acessórios;39;842.29
1745;SKU-11738;Item 11738 Armazenamento - Modelo 39;Armazenamento;46;845.76
1746;SKU-11739;Item 11739 Energia - Modelo 40;Energia;53;849.23
1747;SKU-11740;Item 11740 Periféricos - Modelo 41;Periféricos;60;852.70
1748;SKU-11741;Item 11741 Monitores - Modelo 42;Monitores;67;856.17
1749;SKU-11742;Item 11742 Áudio - Modelo 43;Áudio;74;859.64
1750;SKU-11743;Item 11743 Vídeo - Modelo 44;Vídeo;81;863.11
1751;SKU-11744;Item 11744 Computadores - Modelo 45;Computadores;88;866.58
1752;SKU-11745;Item 11745 Redes - Modelo 46;Redes;95;870.05
1753;SKU-11746;Item 11746 Impressão - Modelo 47;Impressão;102;873.52
1754;SKU-11747;Item 11747 Acessórios - Modelo 48;Acessórios;109;876.99
1755;SKU-11748;Item 11748 Armazenamento - Modelo 49;Armazenamento;116;880.46
1756;SKU-11749;Item 11749 Energia - Modelo 50;Energia;3;883.93
1757;SKU-11750;Item 11750 Periféricos - Modelo 51;Periféricos;10;887.40
1758;SKU-11751;Item 11751 Monitores - Modelo 52;Monitores;17;890.87
1759;SKU-11752;Item 11752 Áudio - Modelo 53;Áudio;24;894.34
1760;SKU-11753;Item 11753 Vídeo - Modelo 54;Vídeo;31;897.81
1761;SKU-11754;Item 11754 Computadores - Modelo 55;Computadores;38;901.28
1762;SKU-11755;Item 11755 Redes - Modelo 56;Redes;45;904.75
1763;SKU-11756;Item 11756 Impressão - Modelo 57;Impressão;52;908.22
1764;SKU-11757;Item 11757 Acessórios - Modelo 58;Acessórios;59;911.69
1765;SKU-11758;Item 11758 Armazenamento - Modelo 59;Armazenamento;66;915.16
1766;SKU-11759;Item 11759 Energia - Modelo 60;Energia;73;918.63
1767;SKU-11760;Item 11760 Periféricos - Modelo 61;Periféricos;80;922.10
1768;SKU-11761;Item 11761 Monitores - Modelo 62;Monitores;87;925.57
1769;SKU-11762;Item 11762 Áudio - Modelo 63;Áudio;94;929.04
1770;SKU-11763;Item 11763 Vídeo - Modelo 64;Vídeo;101;932.51
1771;SKU-11764;Item 11764 Computadores - Modelo 65;Computadores;108;935.98
1772;SKU-11765;Item 11765 Redes - Modelo 66;Redes;115;939.45
1773;SKU-11766;Item 11766 Impressão - Modelo 67;Impressão;2;942.92
1774;SKU-11767;Item 11767 Acessórios - Modelo 68;Acessórios;9;946.39
1775;SKU-11768;Item 11768 Armazenamento - Modelo 69;Armazenamento;16;949.86
1776;SKU-11769;Item 11769 Energia - Modelo 70;Energia;23;953.33
1777;SKU-11770;Item 11770 Periféricos - Modelo 71;Periféricos;30;956.80
1778;SKU-11771;Item 11771 Monitores - Modelo 72;Monitores;37;960.27
1779;SKU-11772;Item 11772 Áudio - Modelo 73;Áudio;44;963.74
1780;SKU-11773;Item 11773 Vídeo - Modelo 74;Vídeo;51;967.21
1781;SKU-11774;Item 11774 Computadores - Modelo 75;Computadores;58;970.68
1782;SKU-11775;Item 11775 Redes - Modelo 76;Redes;65;974.15
1783;SKU-11776;Item 11776 Impressão - Modelo 77;Impressão;72;977.62
1784;SKU-11777;Item 11777 Acessórios - Modelo 78;Acessórios;79;981.09
1785;SKU-11778;Item 11778 Armazenamento - Modelo 79;Armazenamento;86;984.56
1786;SKU-11779;Item 11779 Energia - Modelo 80;Energia;93;988.03
1787;SKU-11780;Item 11780 Periféricos - Modelo 81;Periféricos;100;991.50
1788;SKU-11781;Item 11781 Monitores - Modelo 82;Monitores;107;994.97
1789;SKU-11782;Item 11782 Áudio - Modelo 83;Áudio;114;998.44
1790;SKU-11783;Item 11783 Vídeo - Modelo 84;Vídeo;1;1001.91
1791;SKU-11784;Item 11784 Computadores - Modelo 85;Computadores;8;1005.38
1792;SKU-11785;Item 11785 Redes - Modelo 86;Redes;15;1008.85
1793;SKU-11786;Item 11786 Impressão - Modelo 87;Impressão;22;1012.32
1794;SKU-11787;Item 11787 Acessórios - Modelo 88;Acessórios;29;1015.79
1795;SKU-11788;Item 11788 Armazenamento - Modelo 89;Armazenamento;36;1019.26
1796;SKU-11789;Item 11789 Energia - Modelo 90;Energia;43;1022.73
1797;SKU-11790;Item 11790 Periféricos - Modelo 91;Periféricos;50;1026.20
1798;SKU-11791;Item 11791 Monitores - Modelo 92;Monitores;57;1029.67
1799;SKU-11792;Item 11792 Áudio - Modelo 93;Áudio;64;1033.14
1800;SKU-11793;Item 11793 Vídeo - Modelo 94;Vídeo;71;1036.61
1801;SKU-11794;Item 11794 Computadores - Modelo 95;Computadores;78;1040.08
1802;SKU-11795;Item 11795 Redes - Modelo 96;Redes;85;1043.55
1803;SKU-11796;Item 11796 Impressão - Modelo 97;Impressão;92;1047.02
1804;SKU-11797;Item 11797 Acessórios - Modelo 98;Acessórios;99;1050.49
1805;SKU-11798;Item 11798 Armazenamento - Modelo 99;Armazenamento;106;1053.96
1806;SKU-11799;Item 11799 Energia - Modelo 100;Energia;113;1057.43
1807;SKU-11800;Item 11800 Periféricos - Modelo 1;Periféricos;0;1060.90
1808;SKU-11801;Item 11801 Monitores - Modelo 2;Monitores;7;1064.37
1809;SKU-11802;Item 11802 Áudio - Modelo 3;Áudio;14;1067.84
1810;SKU-11803;Item 11803 Vídeo - Modelo 4;Vídeo;21;1071.31
1811;SKU-11804;Item 11804 Computadores - Modelo 5;Computadores;28;1074.78
1812;SKU-11805;Item 11805 Redes - Modelo 6;Redes;35;1078.25
1813;SKU-11806;Item 11806 Impressão - Modelo 7;Impressão;42;1081.72
1814;SKU-11807;Item 11807 Acessórios - Modelo 8;Acessórios;49;1085.19
1815;SKU-11808;Item 11808 Armazenamento - Modelo 9;Armazenamento;56;1088.66
1816;SKU-11809;Item 11809 Energia - Modelo 10;Energia;63;1092.13
1817;SKU-11810;Item 11810 Periféricos - Modelo 11;Periféricos;70;1095.60
1818;SKU-11811;Item 11811 Monitores - Modelo 12;Monitores;77;1099.07
1819;SKU-11812;Item 11812 Áudio - Modelo 13;Áudio;84;1102.54
1820;SKU-11813;Item 11813 Vídeo - Modelo 14;Vídeo;91;1106.01
1821;SKU-11814;Item 11814 Computadores - Modelo 15;Computadores;98;1109.48
1822;SKU-11815;Item 11815 Redes - Modelo 16;Redes;105;1112.95
1823;SKU-11816;Item 11816 Impressão - Modelo 17;Impressão;112;1116.42
1824;SKU-11817;Item 11817 Acessórios - Modelo 18;Acessórios;119;1119.89
1825;SKU-11818;Item 11818 Armazenamento - Modelo 19;Armazenamento;6;1123.36
1826;SKU-11819;Item 11819 Energia - Modelo 20;Energia;13;1126.83
1827;SKU-11820;Item 11820 Periféricos - Modelo 21;Periféricos;20;1130.30
1828;SKU-11821;Item 11821 Monitores - Modelo 22;Monitores;27;1133.77
1829;SKU-11822;Item 11822 Áudio - Modelo 23;Áudio;34;1137.24
1830;SKU-11823;Item 11823 Vídeo - Modelo 24;Vídeo;41;1140.71
1831;SKU-11824;Item 11824 Computadores - Modelo 25;Computadores;48;1144.18
1832;SKU-11825;Item 11825 Redes - Modelo 26;Redes;55;1147.65
1833;SKU-11826;Item 11826 Impressão - Modelo 27;Impressão;62;1151.12
1834;SKU-11827;Item 11827 Acessórios - Modelo 28;Acessórios;69;1154.59
1835;SKU-11828;Item 11828 Armazenamento - Modelo 29;Armazenamento;76;1158.06
1836;SKU-11829;Item 11829 Energia - Modelo 30;Energia;83;1161.53
1837;SKU-11830;Item 11830 Periféricos - Modelo 31;Periféricos;90;1165.00
1838;SKU-11831;Item 11831 Monitores - Modelo 32;Monitores;97;1168.47
1839;SKU-11832;Item 11832 Áudio - Modelo 33;Áudio;104;1171.94
1840;SKU-11833;Item 11833 Vídeo - Modelo 34;Vídeo;111;1175.41
1841;SKU-11834;Item 11834 Computadores - Modelo 35;Computadores;118;1178.88
1842;SKU-11835;Item 11835 Redes - Modelo 36;Redes;5;1182.35
1843;SKU-11836;Item 11836 Impressão - Modelo 37;Impressão;12;1185.82
1844;SKU-11837;Item 11837 Acessórios - Modelo 38;Acessórios;19;1189.29
1845;SKU-11838;Item 11838 Armazenamento - Modelo 39;Armazenamento;26;1192.76
1846;SKU-11839;Item 11839 Energia - Modelo 40;Energia;33;1196.23
1847;SKU-11840;Item 11840 Periféricos - Modelo 41;Periféricos;40;1199.70
1848;SKU-11841;Item 11841 Monitores - Modelo 42;Monitores;47;1203.17
1849;SKU-11842;Item 11842 Áudio - Modelo 43;Áudio;54;1206.64
